TraitName,Timepoint,Domain,Group,Trait,BW.Var,Age.Var,coef,p_add,q_add,p_int,q_int,coef_AL,p_AL,q_AL,coef_1D,p_1D,q_1D,coef_2D,p_2D,q_2D,coef_20,p_20,q_20,coef_40,p_40,q_40,N_AL,N_1D,N_2D,N_20,N_40
Y1_Echo_BPM,Y1,Echo,Health,BPM,Y1_Echo_BWTest,Y1_Echo_AgeInDays,0.053499316627994856,0.0777166870221482,0.20647975887803213,0.05308020507331091,0.6298461831370841,-0.0222938173158845,0.7003190495977518,0.9067604205261349,0.08918051018849334,0.1198699484411765,0.4557622103832968,0.05552896969955835,0.368391223658739,0.6891484734038166,0.2227402781192774,0.0025192163008655004,0.046879066167264005,-0.04969388773715103,0.5496974023591893,0.8743509017391132,181,173,180,183,175
Y1_Echo_CardiacOutput,Y1,Echo,Health,CardiacOutput,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.06472501445516551,0.03351540277040807,0.1106930733701551,0.3853600741851101,0.9175617839359902,-0.09478099940154117,0.11623845486110398,0.4409681065365691,-0.07935469197279364,0.1518845812345468,0.5076262668776363,0.0035329167409041597,0.954714283398779,0.9851986291676804,0.04132829046316161,0.567022441618324,0.8214660503814697,-0.13902757375295838,0.1339009023389939,0.5440202375029981,181,173,180,183,175
Y1_Echo_EF,Y1,Echo,Health,EF,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.007423252163117239,0.8001173332941943,0.9100860663061926,0.168476290546261,0.807428078117364,-0.012212344901036083,0.8169575854506179,0.9498513470350732,-0.04685922787360869,0.40413083771673364,0.7893874330126308,0.09037352854728067,0.13437942324491065,0.40313826973473194,0.05664181277563592,0.4135730152673046,0.7246568479080788,-0.12077913426594451,0.17107920070540425,0.5766175210151656,182,174,180,184,176
Y1_Echo_FS,Y1,Echo,Health,FS,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.011740705615571601,0.6886745318749119,0.8323290676080934,0.14332422979091122,0.7371183765004591,-0.01954207360630534,0.7167053349524359,0.9087834161627497,-0.047066620471760544,0.39513200104741775,0.7832440436364182,0.08996687685241098,0.1341126869529259,0.40313826973473194,0.05273208860261598,0.4444960053910473,0.7366362580071714,-0.13258902501788114,0.13299158552559512,0.5440202375029981,182,174,180,184,176
Y1_Echo_IVSdia,Y1,Echo,Health,IVSdia,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.0034621126005458685,0.904719217373456,0.9604638836300315,0.032765558271424106,0.4962652820404267,0.12232263339347471,0.015257605329854899,0.1649583138139597,-0.04968482323340608,0.35178407343421825,0.7356425770933211,-0.008961681204110882,0.8897246596231747,0.9701735534276084,-0.1417814038440262,0.048885738559336304,0.2916849067373733,-0.001607447675175973,0.9841986549929171,0.9939039639491546,182,174,180,184,176
Y1_Echo_IVSsys,Y1,Echo,Health,IVSsys,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.03623423146663919,0.21345689538440302,0.41894991769864814,0.24274814124044358,0.8576938066957981,0.03867274692051013,0.47302559541004885,0.7981971520419145,-0.11579269877793542,0.03373333893602186,0.25246741035275305,0.054788439896399824,0.35663838005798054,0.682786931144998,-0.08669936656045116,0.22448452041881714,0.5670608034415674,-0.0815341959458131,0.3270796189644747,0.7325507179063451,182,174,180,184,176
Y1_Echo_LVIDdia,Y1,Echo,Health,LVIDdia,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.07730063902969696,0.009323214696642289,0.039956634414181236,0.6660817230499021,0.9910284616491165,-0.04138275687590201,0.4276837563879038,0.7685444945617219,-0.0903924021927664,0.11682138963982261,0.45414349517616714,-0.10885852634657137,0.0768512154867751,0.2908541076514652,-0.06899529421571937,0.3487295933441865,0.6806428993306688,-0.03810146541074593,0.6597858352113055,0.9205818561697598,182,174,180,184,176
Y1_Echo_LVIDsys,Y1,Echo,Health,LVIDsys,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.027459536735666038,0.3506236518454161,0.5709152314173545,0.25328806314147123,0.8576938066957981,-0.007170994640639413,0.8880084433242524,0.9789204419093426,-0.008771530288478291,0.8763091953374983,0.9925311324188524,-0.11018185277115097,0.06311500449948095,0.2655311727759228,-0.06270958435256598,0.37386090247509585,0.7044015562506604,0.08430851208726642,0.36534517415793333,0.7691114361599931,182,174,180,184,176
Y1_Echo_LVMass,Y1,Echo,Health,LVMass,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.07269539332783764,0.01609879840368477,0.0626547829765029,0.049751671746484045,0.6285799550853385,0.05195466285318819,0.3481844707014087,0.6893137994369352,-0.11694601962199011,0.048791198937615146,0.3016803066366372,-0.11838825956848963,0.06874596059465746,0.2793050170445798,-0.15747116470774422,0.026981905308054124,0.22998862143531848,-0.04396588630486054,0.5898151107024676,0.9049619227911669,182,174,180,184,176
Y1_Echo_LVPWdia,Y1,Echo,Health,LVPWdia,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.02742745217159945,0.35206439270736856,0.5709152314173545,0.7152531463684149,0.9910284616491165,0.008088784496278435,0.8895852490815903,0.9789204419093426,0.009499372750957014,0.865690648427153,0.9925311324188524,-0.0677035360195277,0.3295718262253965,0.6557171058980136,-0.08360652150737143,0.21119307038666477,0.5570143116916386,-0.04806453141129545,0.5238816612033838,0.852912440482717,182,174,180,184,176
Y1_Echo_LVPWsys,Y1,Echo,Health,LVPWsys,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.03581130065387752,0.22809179176645128,0.43266405927432244,0.6267778442476806,0.9853220318120754,-0.009663718694151276,0.8654288056420001,0.9755317204281254,-0.07434491397659342,0.15898809795917437,0.5185345763714357,-0.020614626295490227,0.767498895266422,0.9293729199048163,-0.06765516194238268,0.32745808569068546,0.6705385857966268,0.0019147194072524248,0.98088391739634,0.9939039639491546,182,174,180,184,176
Y1_Echo_LVVoldia,Y1,Echo,Health,LVVoldia,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.0775740578418433,0.009084844896965994,0.03916819356775758,0.6606640355224624,0.9884909207373337,-0.041989904166594864,0.42080065318823257,0.7638330843948423,-0.09066823080322088,0.11609485639259044,0.45414349517616714,-0.10903340153340263,0.07654120119711486,0.2908541076514652,-0.07056416752852378,0.3376359524107365,0.6771634227621495,-0.03707838187926738,0.6683675545370814,0.9205818561697598,182,174,180,184,176
Y1_Echo_LVVolsys,Y1,Echo,Health,LVVolsys,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.02596312752222478,0.37792737243281205,0.60067926744288,0.27334543027727604,0.8670001603734809,-0.00799662115760914,0.8741898907549959,0.9755317204281254,-0.008388582212439174,0.8822783930228315,0.9925311324188524,-0.1115782183920198,0.06242382129879503,0.2641865294252575,-0.05665629049146156,0.4269039226154988,0.7286753536660555,0.07901132447949046,0.38828745855476643,0.786665945869479,182,174,180,184,176
Y1_Echo_StrokeVolume,Y1,Echo,Health,StrokeVolume,Y1_Echo_BWTest,Y1_Echo_AgeInDays,-0.0894767761713795,0.00259451557540661,0.014259932933532513,0.6946587224815205,0.9910284616491165,-0.09254348767001903,0.11568908811463573,0.4409681065365691,-0.12245304261983811,0.029453362270655363,0.23552193606750277,-0.03172895266483098,0.6147111312141117,0.8536622384189476,-0.023194643452788655,0.7369081570542211,0.9050192803616164,-0.1166487059792656,0.16793266563369516,0.5746615637840108,182,174,180,184,176
Y1_FLOW_B.CD11BposPercB,Y1,FLOW,Immune,B.CD11BposPercB,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.2018509861621424,9.110916732766066e-11,3.2799300237957837e-9,0.4502266727906278,0.9396125275749886,-0.10643099861926382,0.05911219964268448,0.3450984184235876,-0.23157723105505157,2.1454444693712752e-4,0.008474505654016537,-0.2835511528741845,1.163002940207675e-5,0.001378158484146095,-0.18309275547814172,0.01118150385091842,0.12250423238631088,-0.2092672839699339,0.02014222888703752,0.21019286532757978,187,188,190,189,182
Y1_FLOW_B.CD62LposPercB,Y1,FLOW,Immune,B.CD62LposPercB,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.1231248825224506,1.0832589126196098e-4,9.396944784170109e-4,0.6228877753375643,0.9853220318120754,-0.19383065680948394,3.1286350328145593e-4,0.012462396214044661,-0.13992809122544211,0.020859890340421995,0.1901459234876928,-0.03943878343057222,0.5996655740251031,0.8464976767495245,-0.11808063786342722,0.11589984190990726,0.43459414744927194,-0.08184959290748878,0.3672654708570796,0.7691114361599931,187,188,190,189,182
Y1_FLOW_B.NKG2DposPercB,Y1,FLOW,Immune,B.NKG2DposPercB,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.013018412331645189,0.6796062268617782,0.8265481137508113,0.4260745853290073,0.93095204007465715,0.05729964924162823,0.29325932285149164,0.635001883945087,-0.07760418380039692,0.2460543219947405,0.622578729317653,-0.005731298259909807,0.921743606360234,0.9701735534276084,-0.10214973310582655,0.237600721107613,0.5786466541260235,0.0307308642093017,0.7323688762118457,0.9465026843094053,187,188,190,189,182
Y1_FLOW_B.PercLymph,Y1,FLOW,Immune,B.PercLymph,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.007028767678789779,0.8229947517862912,0.9258690957595777,0.17395066494876607,0.807428078117364,-0.04860837309694418,0.34635368723795545,0.6879102319933907,-0.11550329204102157,0.07069082135387725,0.3564622268269981,-0.00989074244622322,0.8875667667171456,0.9693701553546706,0.11983626605384036,0.12209421905292132,0.4452637457523164,0.03447812162802097,0.690306209270096,0.9295600658921179,187,188,190,189,182
Y1_FLOW_CD4T.CD25posPercCD4T,Y1,FLOW,Immune,CD4T.CD25posPercCD4T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.10917003061490956,4.7807161699112887e-4,0.0033746231787609095,0.5599012956020317,0.9818756866777093,-0.07027236770024124,0.20688333102136242,0.5659027721673842,-0.060693787136077,0.3064818683164434,0.6961936369744129,-0.08200905605474759,0.255377883943268,0.5788119738484991,-0.14970854353912227,0.04212709064385478,0.2736565910699167,-0.18783983348101807,0.03168822238801325,0.28428932379485367,187,188,190,189,182
Y1_FLOW_CD4T.CD62LnegCD44negPercCD4T,Y1,FLOW,Immune,CD4T.CD62LnegCD44negPercCD4T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.10145650983821655,0.0012442356437667034,0.0077228419268278135,0.5866237060416499,0.9853220318120754,0.14037697551488953,0.008272634181824995,0.12620167464613877,0.0924772133973432,0.14037100731918511,0.4892342460977481,0.144264959738927,0.02537521965086044,0.15826123834878747,0.12136905184738239,0.11593223765755717,0.43459414744927194,-0.013208074729483099,0.8886589971687793,0.9744585976097913,187,188,190,189,182
Y1_FLOW_CD4T.CD62LnegCD44posPercCD4T,Y1,FLOW,Immune,CD4T.CD62LnegCD44posPercCD4T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.12883581523006954,4.064827888898199e-5,3.752148820521414e-4,0.8268127322862018,0.992485414532811,-0.07742829089548307,0.1817283387328757,0.5474757095439995,-0.11197917853068191,0.06541281695578323,0.34529221202401306,-0.11822170041631075,0.08303908668391852,0.30232139336639224,-0.1681525357390444,0.03385614668231116,0.2527010721068725,-0.17691864403264107,0.03394170237149959,0.2942993949528806,187,188,190,189,182
Y1_FLOW_CD4T.CD62LposCD44negPercCD4T,Y1,FLOW,Immune,CD4T.CD62LposCD44negPercCD4T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.0018010458047070309,0.9545127756078908,0.9777344219757439,0.28819615901149087,0.8670001603734809,-0.06958147725656456,0.1915785464427448,0.5614223618512336,0.008232650898902584,0.8950632629343571,0.9925311324188524,-0.029291952567801486,0.6556682095841565,0.8814687877527999,-0.013631412838223413,0.8600639463384586,0.9477170066555823,0.15147469992254892,0.1144011634207074,0.5115674666171256,187,188,190,189,182
Y1_FLOW_CD4T.CD62LposCD44posPercCD4T,Y1,FLOW,Immune,CD4T.CD62LposCD44posPercCD4T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.10219063046411216,0.0011203596954855771,0.007202312328121568,0.9518970493017789,0.9944097161284644,-0.09739985953102437,0.07026122607394138,0.3648397506177072,-0.07820787109968096,0.21093250358141155,0.57460923389419,-0.09578557017887605,0.1578751867041307,0.44720819819377267,-0.13051694180160134,0.09507873856216731,0.4187815996974121,-0.1344939249303202,0.12203891870201279,0.5290833609581164,187,188,190,189,182
Y1_FLOW_CD4T.NKG2DposPercCD4T,Y1,FLOW,Immune,CD4T.NKG2DposPercCD4T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.06730918034058604,0.03294525175865188,0.10981750586217294,0.6702310149996249,0.9910284616491165,0.012115658727505557,0.8173755664165134,0.9498513470350732,-0.0748143097029706,0.241726945158267,0.6225369017351503,-0.11643028643477045,0.09622538490374027,0.3257916603169492,-0.08716228034325202,0.2880896346664283,0.6308017688720571,-0.08509191074626399,0.31185545481883753,0.713026068724502,187,188,190,189,182
Y1_FLOW_CD4T.PercT,Y1,FLOW,Immune,CD4T.PercT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.01985817094368006,0.526329889279622,0.7344137989948214,0.08200696164180035,0.6627986574401008,-0.015956148728597894,0.7784176881446474,0.9285619483416168,-0.08914471089133581,0.14533583679766185,0.49264531361114944,0.03371418632836861,0.6308617313505602,0.8659125308692053,0.12495724157927043,0.09291938803355192,0.413231564174057,-0.12760585651529815,0.13574868275587043,0.5452955561549372,187,188,190,189,182
Y1_FLOW_CD8T.CD62LnegCD44negPercCD8T,Y1,FLOW,Immune,CD8T.CD62LnegCD44negPercCD8T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.04543582913335298,0.14865211523338348,0.32823859551880585,0.015366063965242286,0.334793939121491,0.13083244113465037,0.016381588160937415,0.1693088534253995,-0.027446281256518455,0.6720982432726241,0.9327870974499533,0.09467810732194389,0.15422520553314717,0.4386164845362705,0.1654713975581714,0.029359814188988604,0.23888212453768,-0.1335634670829455,0.12119248223544422,0.528637146438042,187,188,190,189,182
Y1_FLOW_CD8T.CD62LnegCD44posPercCD8T,Y1,FLOW,Immune,CD8T.CD62LnegCD44posPercCD8T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.10164913759670029,0.00140827393114893,0.008449643586893579,0.10892851945199747,0.7126479570831467,-0.00431660578677233,0.9351079797579462,0.979189940229395,-0.16605742298750023,0.015364341689236184,0.16769215510438296,-0.06097949056225624,0.3807395568148343,0.6911421087622256,-0.024677208091601413,0.7489481363916104,0.910289437027271,-0.2640542017273098,0.0019755301913424706,0.06384554391111348,187,188,190,189,182
Y1_FLOW_CD8T.CD62LposCD44negPercCD8T,Y1,FLOW,Immune,CD8T.CD62LposCD44negPercCD8T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.06753497944906897,0.03382761033757311,0.111214061383802,0.11561712141873753,0.7220951902294749,-0.014746700594155974,0.781623785030581,0.9293934558323824,0.1227057033154621,0.06556181240962274,0.34529221202401306,0.025407400003913564,0.7105481859151839,0.9070013647858093,-0.005387950164087091,0.943658194067533,0.9868741787844353,0.2485982939900443,0.005347320134262149,0.0976953498703502,187,188,190,189,182
Y1_FLOW_CD8T.CD62LposCD44posPercCD8T,Y1,FLOW,Immune,CD8T.CD62LposCD44posPercCD8T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.07182085037800146,0.0222940081218267,0.08121084137368095,0.3669564700893133,0.9128303507029336,-0.07298314949789568,0.17556543071023134,0.533391583979813,-0.06265828021434577,0.35044946804306976,0.735013486072633,-0.09093240726702001,0.16249754250752574,0.45072404122785087,-0.15320391534626862,0.036084245688203155,0.2527010721068725,0.010784595039405162,0.9058097037582581,0.9758720268375453,187,188,190,189,182
Y1_FLOW_CD8T.NKG2DposPercCD8T,Y1,FLOW,Immune,CD8T.NKG2DposPercCD8T,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.10193215742381895,0.0012705270834313183,0.007752368644665671,0.6205652875084651,0.9853220318120754,-0.07018494523550305,0.19089432335850454,0.5614223618512336,-0.12894288526940503,0.06244313935581283,0.34529221202401306,-0.028582625318422674,0.6808801451747868,0.8964921911468026,-0.056483986315288434,0.4570966142834475,0.7449970723291433,-0.2138689497171162,0.010701743001031138,0.14919488772025763,187,188,190,189,182
Y1_FLOW_CD8T.PercT,Y1,FLOW,Immune,CD8T.PercT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.058022810902989705,0.06421252219804528,0.18142114794576064,0.0036458135236078697,0.1541964660867093,0.0241405037191165,0.668773706023418,0.8971958525319419,0.10532120436853265,0.09081378046151327,0.41126495482889125,0.007436090555885502,0.9133633849858931,0.9701735534276084,-0.11684262405538767,0.12163180234202696,0.4452637457523164,0.24154614092872842,0.005022285798121291,0.0976953498703502,187,188,190,189,182
Y1_FLOW_CLLlike.PercViable,Y1,FLOW,Immune,CLLlike.PercViable,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.14188081673670913,5.468847883464239e-6,6.673848264566528e-5,0.35120981249232525,0.9046784436457699,-0.11729563067473009,0.037164970824167774,0.2603169917131872,-0.22207431525974833,2.4669249012077384e-4,0.009231492656624747,-0.193551693584503,0.0018657431754993588,0.039467393902034076,-0.06723112689061576,0.385973021792282,0.7122721422022609,-0.08005820242517485,0.38473378423975224,0.7860509212484593,187,188,190,189,182
Y1_FLOW_DNT.CD25posPercDNT,Y1,FLOW,Immune,DNT.CD25posPercDNT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.020013393191051266,0.5246821989341499,0.73353627812153,0.33941414693834937,0.9046784436457699,0.09337420652187939,0.0938542971448591,0.4005567324575237,0.01862694345280752,0.7669164970953511,0.9754519310103661,-0.025885520030667485,0.7297062982202229,0.9166451908738137,0.08881743784033755,0.22306029219563964,0.5670608034415674,-0.0242089221093353,0.7754456501658681,0.952661299042952,187,188,190,189,182
Y1_FLOW_DNT.CD62LnegCD44negPercDNT,Y1,FLOW,Immune,DNT.CD62LnegCD44negPercDNT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.0018030100368469902,0.9543960853367949,0.9777344219757439,0.7645331258091995,0.9924766770581845,0.028035348048069064,0.6446384480161031,0.8837586371463594,-0.02219618744754778,0.7264815142145474,0.9567071841231026,0.06376384585079065,0.29934202273359084,0.6186981923359973,0.027785710954492688,0.7230176315694639,0.8996164024461006,-0.0707682149486387,0.4234701975617219,0.8017078724925026,187,188,190,189,182
Y1_FLOW_DNT.CD62LnegCD44posPercDNT,Y1,FLOW,Immune,DNT.CD62LnegCD44posPercDNT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,-0.012203024164348021,0.6976684390784696,0.8379480205780147,0.4507634037656202,0.9396125275749886,0.07443002221340152,0.21757285712631483,0.582088576714805,-0.03823319908314167,0.5068261298511935,0.8482044942757303,-0.08085689492560913,0.2126227153793587,0.5304377215253475,-0.006775302423173585,0.9299439874389113,0.9835153545144173,0.026291120006013784,0.77382738011529,0.952661299042952,187,188,190,189,182
Y1_FLOW_DNT.CD62LposCD44negPercDNT,Y1,FLOW,Immune,DNT.CD62LposCD44negPercDNT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.0037576736139935674,0.9057708013677659,0.9604638836300315,0.37163435253312405,0.9128303507029336,-0.049400529485510825,0.3805073878367805,0.7184305749495922,0.09216102076633967,0.1431187117258557,0.4896476689154635,0.02238101281830364,0.7472474851922648,0.9209377617460857,-0.06552368006365951,0.36441974703093527,0.6995295948368623,0.026809085709228228,0.7738377995022273,0.952661299042952,187,188,190,189,182
Y1_FLOW_DNT.CD62LposCD44posPercDNT,Y1,FLOW,Immune,DNT.CD62LposCD44posPercDNT,Y1_FLOW_BWTest,Y1_FLOW_AgeInDays,0.010894673336434362,0.7281107112131324,0.8594093640548448,0.8512714327751494,0.9944097161284644,-0.02374861886143158,0.69132352974718,0.9028760852982296,0.04361221835999591,0.5051668752670394,0.8482044942757303,-0.04226850222079781,0.5020299157329413,0.7862186565773597,0.0017849849872190967,0.9805641508643068,0.9988489047949796,0.040652347519815724,0.643884924845598,0.9205818561697598,187,188,190,189,182
